Time,Iteration,Cost,Parameters
Sat Aug 24 06:31:19 2024,117,0.18458465208809371,[-2.82647222  2.23788    -2.11353705 -0.11634648  0.54871178]
Sat Aug 24 06:32:31 2024,118,0.1836300981868347,[-2.82690144  2.23830922 -2.11310783 -0.11591726  0.54828256]
Sat Aug 24 06:33:43 2024,119,0.18705902020059217,[-2.82637425  2.23778204 -2.11258064 -0.11539007  0.54880974]
Sat Aug 24 06:34:56 2024,120,0.1923533929426297,[-2.82533856  2.23674635 -2.11154496 -0.11642576  0.54984543]
Sat Aug 24 06:36:08 2024,121,0.18224005573191734,[-2.82496236  2.23712256 -2.11192116 -0.11680196  0.54946923]
Sat Aug 24 06:37:20 2024,122,0.18659660148498672,[-2.82496008  2.23712027 -2.11192344 -0.11679968  0.54947151]
Sat Aug 24 06:38:31 2024,123,0.18326375304284218,[-2.82485931  2.23722104 -2.11182268 -0.11690045  0.54957227]
Sat Aug 24 06:39:43 2024,124,0.17963533412170546,[-2.82488691  2.23724864 -2.11185027 -0.11692805  0.54954468]
Sat Aug 24 06:40:55 2024,125,0.18703204219739616,[-2.82387603  2.23623776 -2.11083939 -0.11793893  0.55055556]
Sat Aug 24 06:42:06 2024,126,0.19261155345282754,[-2.82377632  2.23633746 -2.1109391  -0.11803863  0.55065526]
Sat Aug 24 06:43:18 2024,127,0.18353719122696088,[-2.82345812  2.23665567 -2.1112573  -0.11772043  0.55033706]
Sat Aug 24 06:44:30 2024,128,0.18680458750546783,[-2.82274235  2.2359399  -2.11054154 -0.11843619  0.54962129]
Sat Aug 24 06:45:42 2024,129,0.18610433585354574,[-2.82175215  2.2349497  -2.11153174 -0.11744599  0.54863109]
Sat Aug 24 06:46:53 2024,130,0.18029835478830655,[-2.82094512  2.23575672 -2.11233876 -0.11825302  0.54943811]
Sat Aug 24 06:48:05 2024,131,0.18395874644713167,[-2.82098406  2.23571779 -2.1123777  -0.11829195  0.54939918]
Sat Aug 24 06:49:16 2024,132,0.18513950300451895,[-2.82044651  2.23518024 -2.11184015 -0.11882951  0.54993673]
Sat Aug 24 06:50:27 2024,133,0.18538457720540846,[-2.82084075  2.23557448 -2.1114459  -0.11922375  0.54954248]
Sat Aug 24 06:51:38 2024,134,0.185002956670269,[-2.81962408  2.2343578  -2.11266258 -0.11800708  0.54832581]
Sat Aug 24 06:52:49 2024,135,0.18497713023622622,[-2.8181769   2.23580498 -2.1112154  -0.1165599   0.54687863]
Sat Aug 24 06:53:59 2024,136,0.18768691110408262,[-2.81778504  2.23541312 -2.11160726 -0.11616804  0.54648677]
Sat Aug 24 06:55:10 2024,137,0.1875737846627573,[-2.81734674  2.23497483 -2.11204556 -0.11660634  0.54692507]
